time,x,y
0.002451,6.64108,9.29769
0.002451,6.64123,9.30053
0.002451,6.64092,9.29856
0.002451,6.64103,9.30122
0.002451,6.64089,9.29931
0.002451,6.63981,9.29787
0.002451,6.63903,9.30019
0.002451,6.64005,9.29947
0.002451,6.63903,9.30081
0.002451,6.63888,9.29878
0.002451,6.63911,9.2965
0.002451,6.63756,9.29909
0.002451,6.63859,9.29816
0.002451,6.63769,9.29647
0.002451,6.6368,9.29744
0.002451,6.63709,9.29891
0.002451,6.63677,9.29734
0.002451,6.63769,9.29556
0.002451,6.63703,9.29559
0.002451,6.63595,9.29797
0.002451,6.63519,9.29644
0.002451,6.63656,9.29619
0.002451,6.63633,9.29659
0.002451,6.63513,9.29566
0.002451,6.63569,9.29628
0.002452,6.63536,9.29616
0.002452,6.63495,9.29606
0.002452,6.63475,9.29737
0.002452,6.63405,9.29566
0.002452,6.63473,9.29634
0.002452,6.63319,9.29609
0.002452,6.63473,9.29428
0.002452,6.63333,9.29472
0.002452,6.63353,9.29547
0.002452,6.63283,9.29534
0.002452,6.63356,9.29281
0.002452,6.63264,9.29306
0.002452,6.63267,9.294
0.002452,6.63347,9.293
0.002452,6.63252,9.29347
0.002452,6.63183,9.29288
0.002452,6.63205,9.29247
0.002452,6.63167,9.29447
0.002452,6.63078,9.29375
0.002452,6.63073,9.29356
0.002452,6.631,9.29106
0.002452,6.62998,9.29347
0.002452,6.63098,9.29316
0.002452,6.63,9.29372
0.002452,6.63044,9.29191
0.002453,6.63022,9.29156
0.002453,6.62903,9.29184
0.002453,6.63011,9.29169
0.002453,6.62892,9.29162
0.002453,6.62752,9.29412
0.002453,6.62903,9.29237
0.002453,6.6287,9.29222
0.002453,6.62775,9.29187
0.002453,6.6283,9.29056
0.002453,6.62634,9.29259
0.002453,6.62772,9.29134
0.002453,6.62827,9.29066
0.002453,6.62677,9.28956
0.002453,6.62728,9.29063
0.002453,6.62689,9.29072
0.002453,6.62639,9.29122
0.002453,6.62653,9.28981
0.002453,6.62647,9.28881
0.002453,6.62541,9.29122
0.002453,6.62559,9.2905
0.002453,6.62572,9.28953
0.002453,6.62536,9.28894
0.002453,6.6248,9.29037
0.002453,6.62547,9.28975
0.002453,6.62497,9.29066
0.002454,6.62552,9.2915
0.002454,6.62417,9.28866
0.002454,6.62413,9.28763
0.002454,6.62441,9.28809
0.002454,6.624,9.28838
0.002454,6.62313,9.28941
0.002454,6.62344,9.28875
0.002454,6.62347,9.28825
0.002454,6.62273,9.28875
0.002454,6.6218,9.28766
0.002454,6.62298,9.28972
